번호,brand,시_도,시_군,,si_do,si_gun_name,si_gun_district
7468,롯데리아대전용운점,대전광역시,동구,용운동,Daejeon,Dong,Gu
7477,롯데리아 터미널점,대전광역시,동구,용전동,Daejeon,Dong,Gu
7452,맥도날드대전터미널점,대전광역시,동구,용전동,Daejeon,Dong,Gu
7473,롯데리아 홈플러스동대전점,대전광역시,동구,용전동,Daejeon,Dong,Gu
7454,롯데리아,대전광역시,동구,용전동,Daejeon,Dong,Gu
7458,코레일유통(주)대전역1층롯데리아,대전광역시,동구,정동,Daejeon,Dong,Gu
7436,롯데리아대전중동점,대전광역시,동구,중동,Daejeon,Dong,Gu
5629,롯데리아가수원점,대전광역시,서구,가수원동,Daejeon,Seo,Gu
5670,한국맥도날드(유)대전가수원DT점,대전광역시,서구,가수원동,Daejeon,Seo,Gu
5654,한국맥도날드 유한회사 대전 가장 DT점,대전광역시,서구,가장동,Daejeon,Seo,Gu
5689,롯데리아가장점,대전광역시,서구,가장동,Daejeon,Seo,Gu
5691,롯데리아 갈마점,대전광역시,서구,갈마동,Daejeon,Seo,Gu
5664,롯데리아 대전관저점,대전광역시,서구,관저동,Daejeon,Seo,Gu
5625,롯데리아괴정점,대전광역시,서구,괴정동,Daejeon,Seo,Gu
5698,롯데리아 도마점,대전광역시,서구,도마동,Daejeon,Seo,Gu
5601,롯데리아 대전배재점,대전광역시,서구,도마동,Daejeon,Seo,Gu
5661,버거킹대전도안점,대전광역시,서구,도안동,Daejeon,Seo,Gu
5630,롯데리아대전도안디티점,대전광역시,서구,도안동,Daejeon,Seo,Gu
5651,맥도날드 타임월드점,대전광역시,서구,둔산동,Daejeon,Seo,Gu
5632,버거킹대전둔산점,대전광역시,서구,둔산동,Daejeon,Seo,Gu
5659,롯데리아대전둔산점,대전광역시,서구,둔산동,Daejeon,Seo,Gu
5641,버거킹 대전시청점,대전광역시,서구,둔산동,Daejeon,Seo,Gu
5645,한국맥도날드(유)세이브존대전점,대전광역시,서구,둔산동,Daejeon,Seo,Gu
5682,롯데리아 타임월드,대전광역시,서구,둔산동,Daejeon,Seo,Gu
5633,롯데리아복수점,대전광역시,서구,복수동,Daejeon,Seo,Gu
5662,롯데리아 둔산점,대전광역시,서구,월평동,Daejeon,Seo,Gu
7848,롯데리아 월평점,대전광역시,서구,월평동,Daejeon,Seo,Gu
5652,롯데리아대전정림점,대전광역시,서구,정림동,Daejeon,Seo,Gu
5653,롯데리아탄방홈플러스점,대전광역시,서구,탄방동,Daejeon,Seo,Gu
5618,롯데리아대전시청점,대전광역시,서구,탄방동,Daejeon,Seo,Gu
1047,롯데리아 대전관평점,대전광역시,유성구,관평동,Daejeon,Yuseong,Gu
1040,카이스트 롯데리아점,대전광역시,유성구,구성동,Daejeon,Yuseong,Gu
1025,롯데리아충남대점,대전광역시,유성구,궁동,Daejeon,Yuseong,Gu
1030,롯데리아(홈플러스서대전점),대전광역시,유성구,대정동,Daejeon,Yuseong,Gu
1056,롯데리아 대전한밭대점,대전광역시,유성구,덕명동,Daejeon,Yuseong,Gu
1000,롯데리아 반석점,대전광역시,유성구,반석동,Daejeon,Yuseong,Gu
1011,롯데리아도안신도시점,대전광역시,유성구,봉명동,Daejeon,Yuseong,Gu
1055,맥도날드 유성점,대전광역시,유성구,봉명동,Daejeon,Yuseong,Gu
1005,롯데리아 유성점,대전광역시,유성구,봉명동,Daejeon,Yuseong,Gu
1046,롯데리아 홈플러스유성점,대전광역시,유성구,봉명동,Daejeon,Yuseong,Gu
1003,롯데리아(송강점),대전광역시,유성구,송강동,Daejeon,Yuseong,Gu
2686,롯데리아 자운대점,대전광역시,유성구,신봉동,Daejeon,Yuseong,Gu
1009,롯데리아 신성점,대전광역시,유성구,신성동,Daejeon,Yuseong,Gu
1043,맥도날드(목원대점),대전광역시,유성구,용계동,Daejeon,Yuseong,Gu
1010,롯데리아 (롯데마트서대전점),대전광역시,유성구,원내동,Daejeon,Yuseong,Gu
996,롯데리아전민점,대전광역시,유성구,전민동,Daejeon,Yuseong,Gu
3703,롯데리아 (죽동점),대전광역시,유성구,죽동,Daejeon,Yuseong,Gu
1051,버거킹 대전세종SK점,대전광역시,유성구,하기동,Daejeon,Yuseong,Gu
1018,롯데리아롯데마트대전노은점,대전광역시,유성구,하기동,Daejeon,Yuseong,Gu
6704,롯데리아 대전대사 드라이브,대전광역시,중구,대사동,Daejeon,Jung,Gu
6692,한국맥도날드유한회사대전센트럴에스케이디티점,대전광역시,중구,대흥동,Daejeon,Jung,Gu
2627,한국맥도날드(유)대전문화디티점,대전광역시,중구,문화동,Daejeon,Jung,Gu
1419,한국맥도날드(유)대전부사디티점,대전광역시,중구,부사동,Daejeon,Jung,Gu
5416,롯데리아대전산성점,대전광역시,중구,산성동,Daejeon,Jung,Gu
6683,롯데리아대전중앙점,대전광역시,중구,선화동,Daejeon,Jung,Gu
2881,버거킹대전용두디티점,대전광역시,중구,용두동,Daejeon,Jung,Gu
6701,맥도날드대전유천디티점,대전광역시,중구,유천동,Daejeon,Jung,Gu
6684,롯데리아대전은행점,대전광역시,중구,은행동,Daejeon,Jung,Gu
6698,롯데리아중촌점,대전광역시,중구,중촌동,Daejeon,Jung,Gu
4503,롯데리아 김해국제공항점,부산광역시,강서구,대저2동,Busan,Gangseo,Gu
10081,롯데리아 명지점,부산광역시,강서구,명지동,Busan,Gangseo,Gu
9628,롯데리아,부산광역시,강서구,명지동,Busan,Gangseo,Gu
7329,한국맥도날드 부산명지DT,부산광역시,강서구,명지동,Busan,Gangseo,Gu
6363,롯데리아 신호점,부산광역시,강서구,신호동,Busan,Gangseo,Gu
9452,한국맥도날드(유)부산구서DT점,부산광역시,금정구,구서동,Busan,Gumjung,Gu
9442,롯데리아 범어사역점,부산광역시,금정구,남산동,Busan,Gumjung,Gu
9445,롯데리아부산터미널1호점,부산광역시,금정구,노포동,Busan,Gumjung,Gu
9456,한국맥도날드 유한회사 부곡점,부산광역시,금정구,부곡동,Busan,Gumjung,Gu
9458,롯데리아서동점,부산광역시,금정구,서동,Busan,Gumjung,Gu
9455,한국맥도날드 유한회사 부산대2호점,부산광역시,금정구,장전동,Busan,Gumjung,Gu
9440,롯데리아 부산대점,부산광역시,금정구,장전동,Busan,Gumjung,Gu
9665,롯데리아 롯데동부산아울렛 1층점,부산광역시,기장군,기장읍,Busan,Gijang,Gun
9664,롯데리아 롯데몰동부산점,부산광역시,기장군,기장읍,Busan,Gijang,Gun
9676,한국맥도날드(유) 부산기장DT점,부산광역시,기장군,기장읍,Busan,Gijang,Gun
9672,롯데리아 메가마트기장점,부산광역시,기장군,일광면,Busan,Gijang,Gun
9656,롯데리아부산정관점,부산광역시,기장군,정관읍,Busan,Gijang,Gun
2808,한국맥도날드(유)부산정관DT점,부산광역시,기장군,정관읍,Busan,Gijang,Gun
9671,롯데리아 부산정관모전점,부산광역시,기장군,정관읍,Busan,Gijang,Gun
5114,롯데리아 감만,부산광역시,남구,감만동,Busan,Nam,Gu
5122,맥도날드 부산황령DT점,부산광역시,남구,대연동,Busan,Nam,Gu
5107,롯데리아경성대점,부산광역시,남구,대연동,Busan,Nam,Gu
5129,버거킹 대연GS점,부산광역시,남구,대연동,Busan,Nam,Gu
5110,롯데리아 문현점,부산광역시,남구,문현동,Busan,Nam,Gu
5136,부산동명대DT 맥도날드,부산광역시,남구,용당동,Busan,Nam,Gu
7247,버거킹 부산용호분포SK,부산광역시,남구,용호동,Busan,Nam,Gu
5117,롯데리아 부산용호점,부산광역시,남구,용호동,Busan,Nam,Gu
7820,한국맥도날드(유) 범일SK DT점,부산광역시,동구,범일동,Busan,Dong,Gu
7818,롯데리아 부산진역점,부산광역시,동구,수정동,Busan,Dong,Gu
7817,롯데리아,부산광역시,동구,초량동,Busan,Dong,Gu
7826,롯데리아(4층),부산광역시,동구,초량동,Busan,Dong,Gu
8339,한국맥도날드(유) 부산초량DT점,부산광역시,동구,초량동,Busan,Dong,Gu
7815,롯데리아부산역점,부산광역시,동구,초량동,Busan,Dong,Gu
6281,(주)엠앤에스 맥도날드 사직D/T점,부산광역시,동래구,사직동,Busan,Dongnae,Gu
1386,한국맥도날드 유한회사 안락점,부산광역시,동래구,안락동,Busan,Dongnae,Gu
1388,한국맥도날드 유한회사 원동점,부산광역시,동래구,안락동,Busan,Dongnae,Gu
1370,롯데리아 부산미남역점,부산광역시,동래구,온천동,Busan,Dongnae,Gu
1372,한국맥도날드(유)부산온천SK DT,부산광역시,동래구,온천동,Busan,Dongnae,Gu
1389,롯데리아,부산광역시,동래구,온천동,Busan,Dongnae,Gu
1378,롯데리아  홈플러스동래점,부산광역시,동래구,온천동,Busan,Dongnae,Gu
1384,롯데리아 롯데동래점,부산광역시,동래구,온천동,Busan,Dongnae,Gu
9185,한국맥도날드유한회사가야점,부산광역시,부산진구,가야동,Busan,Busanjin,Gu
9195,롯데리아부산가야점,부산광역시,부산진구,가야동,Busan,Busanjin,Gu
9174,홈플러스 가야점 롯데리아,부산광역시,부산진구,가야동,Busan,Busanjin,Gu
9186,한국맥도날드유한회사개금점,부산광역시,부산진구,개금동,Busan,Busanjin,Gu
9206,롯데리아키즈마트부산점,부산광역시,부산진구,부암동,Busan,Busanjin,Gu
4288,한국맥도날드(유)서면3호점,부산광역시,부산진구,부전동,Busan,Busanjin,Gu
9217,한국맥도날드유한회사서면서점,부산광역시,부산진구,부전동,Busan,Busanjin,Gu
9226,롯데리아부산서면일번가점,부산광역시,부산진구,부전동,Busan,Busanjin,Gu
9208,롯데리아롯데부산본점시네마점,부산광역시,부산진구,부전동,Busan,Busanjin,Gu
9209,롯데리아롯데부산본점,부산광역시,부산진구,부전동,Busan,Busanjin,Gu
9170,롯데리아 부산양정점,부산광역시,부산진구,양정동,Busan,Busanjin,Gu
1767,롯데리아부산전포점,부산광역시,부산진구,전포동,Busan,Busanjin,Gu
9178,맥도날드초읍DT점,부산광역시,부산진구,초읍동,Busan,Busanjin,Gu
7893,맥도날드 부산구남점,부산광역시,북구,구포동,Busan,Buk,Gu
7894,롯데리아 하나로부산점,부산광역시,북구,금곡동,Busan,Buk,Gu
5141,한국맥도날드(유) 부산덕천점,부산광역시,북구,덕천동,Busan,Buk,Gu
7875,한국맥도날드유한회사만덕점,부산광역시,북구,만덕동,Busan,Buk,Gu
7874,한국맥도날드유한회사화명동점,부산광역시,북구,화명동,Busan,Buk,Gu
7870,롯데리아 부산화명점,부산광역시,북구,화명동,Busan,Buk,Gu
7873,롯데리아롯데마트화명점,부산광역시,북구,화명동,Busan,Buk,Gu
8118,롯데리아 부산사상점,부산광역시,사상구,괘법동,Busan,Sasang,Gu
1925,버거킹 부산서부터미널점,부산광역시,사상구,괘법동,Busan,Sasang,Gu
8115,롯데리아(덕포점),부산광역시,사상구,덕포동,Busan,Sasang,Gu
8133,롯데리아 신모라점,부산광역시,사상구,모라동,Busan,Sasang,Gu
9550,한국맥도날드(유) 부산엄궁디티(DT)점,부산광역시,사상구,엄궁동,Busan,Sasang,Gu
8128,롯데리아부산학장점,부산광역시,사상구,학장동,Busan,Sasang,Gu
1470,롯데리아 부산감천점,부산광역시,사하구,감천동,Busan,Saha,Gu
8169,버거킹 괴정점,부산광역시,사하구,괴정동,Busan,Saha,Gu
7180,한국맥도날드(유) 부산다대디티(DT)점,부산광역시,사하구,다대동,Busan,Saha,Gu
1449,롯데리아 탑마트 신다대점,부산광역시,사하구,다대동,Busan,Saha,Gu
1459,롯데리아,부산광역시,사하구,신평동,Busan,Saha,Gu
1451,롯데리아 롯데마트 부산사하점,부산광역시,사하구,장림동,Busan,Saha,Gu
1447,롯데리아 홈플러스장림점,부산광역시,사하구,장림동,Busan,Saha,Gu
1448,롯데리아 장림점,부산광역시,사하구,장림동,Busan,Saha,Gu
1468,롯데리아하단점,부산광역시,사하구,하단동,Busan,Saha,Gu
2622,(주)에스에프에스 부산대학병원 롯데리아점,부산광역시,서구,아미동1가,Busan,Seo,Gu
2640,롯데리아송도점,부산광역시,서구,암남동,Busan,Seo,Gu
1708,한국맥도날드(유) 부산남천DT점,부산광역시,수영구,남천동,Busan,Suyeong,Gu
303,(주)맥원맥도날드메가마트남천점,부산광역시,수영구,남천동,Busan,Suyeong,Gu
310,롯데리아 망미점,부산광역시,수영구,망미동,Busan,Suyeong,Gu
8009,롯데리아 민락점,부산광역시,수영구,민락동,Busan,Suyeong,Gu
311,맥도날드 부산수영SK DT점,부산광역시,수영구,수영동,Busan,Suyeong,Gu
8093,맥도날드 부산교대SK DT점,부산광역시,연제구,거제동,Busan,Yeonje,Gu
8087,롯데리아훔플러스아시아드점,부산광역시,연제구,거제동,Busan,Yeonje,Gu
8088,롯데리아 부산 거제점,부산광역시,연제구,거제동,Busan,Yeonje,Gu
8095,롯데리아,부산광역시,연제구,연산동,Busan,Yeonje,Gu
8089,롯데리아부산시청D/T점,부산광역시,연제구,연산동,Busan,Yeonje,Gu
8073,한국맥도날드 유한회사 시청점,부산광역시,연제구,연산동,Busan,Yeonje,Gu
8077,한국맥도날드 유한회사 토곡점,부산광역시,연제구,연산동,Busan,Yeonje,Gu
8100,한국맥도날드(쥬)연산SK DT점,부산광역시,연제구,연산동,Busan,Yeonje,Gu
8074,롯데리아 부산물만골역점,부산광역시,연제구,연산동,Busan,Yeonje,Gu
8090,롯데리아 연산점,부산광역시,연제구,연산동,Busan,Yeonje,Gu
6208,롯데리아영도(동삼점),부산광역시,영도구,동삼동,Busan,Yeongdo,Gu
6231,한국맥도날드(유) 부산영도DT점,부산광역시,영도구,봉래동3가,Busan,Yeongdo,Gu
6222,롯데리아 남항점,부산광역시,영도구,영선동2가,Busan,Yeongdo,Gu
5033,롯데리아 부산비프광장점,부산광역시,중구,남포동5가,Busan,Jung,Gu
7091,한국맥도날드(유) 비프광장(BIFF Square)점,부산광역시,중구,남포동5가,Busan,Jung,Gu
5038,롯데리아부산대청점,부산광역시,중구,대청동3가,Busan,Jung,Gu
5040,롯데리아 남포점,부산광역시,중구,부평동1가,Busan,Jung,Gu
5036,버거킹 부산광복롯데점,부산광역시,중구,중앙동7가,Busan,Jung,Gu
5032,롯데리아,부산광역시,중구,중앙동7가,Busan,Jung,Gu
9274,롯데리아반송점,부산광역시,해운대구,반송동,Busan,Haeundae,Gu
9306,롯데리아 A .G 선수촌점,부산광역시,해운대구,반여동,Busan,Haeundae,Gu
9254,롯데리아 반여점,부산광역시,해운대구,반여동,Busan,Haeundae,Gu
9288,한국맥도날드(유)부산송정DT점,부산광역시,해운대구,송정동,Busan,Haeundae,Gu
9836,버거킹 우동점,부산광역시,해운대구,우동,Busan,Haeundae,Gu
9338,롯데리아 센텀프라자 빌딩점,부산광역시,해운대구,우동,Busan,Haeundae,Gu
9283,롯데리아홈플러스해운대점,부산광역시,해운대구,우동,Busan,Haeundae,Gu
9295,버거킹센텀KNN점,부산광역시,해운대구,우동,Busan,Haeundae,Gu
7218,롯데리아 부산키자니아점,부산광역시,해운대구,우동,Busan,Haeundae,Gu
9292,롯데리아롯데센텀시티점,부산광역시,해운대구,우동,Busan,Haeundae,Gu
9259,롯데리아,부산광역시,해운대구,우동,Busan,Haeundae,Gu
9311,롯데리아해운대D-T점,부산광역시,해운대구,우동,Busan,Haeundae,Gu
8014,롯데리아 부산재송점,부산광역시,해운대구,재송동,Busan,Haeundae,Gu
8342,버거킹 부산센텀오일뱅크점,부산광역시,해운대구,재송동,Busan,Haeundae,Gu
4440,롯데리아부산해운대좌동점,부산광역시,해운대구,좌동,Busan,Haeundae,Gu
301,버거킹 해운대신도시1호점,부산광역시,해운대구,좌동,Busan,Haeundae,Gu
9336,한국맥도날드 유한회사 좌동점,부산광역시,해운대구,좌동,Busan,Haeundae,Gu
1850,롯데리아 해운대백병원점,부산광역시,해운대구,좌동,Busan,Haeundae,Gu
9310,롯데리아해운대세이브존점,부산광역시,해운대구,중동,Busan,Haeundae,Gu
5452,버거킹,부산광역시,해운대구,중동,Busan,Haeundae,Gu
9255,롯데리아 부산아쿠아리움점,부산광역시,해운대구,중동,Busan,Haeundae,Gu
9343,한국맥도날드 유한회사 달맞이점,부산광역시,해운대구,중동,Busan,Haeundae,Gu
10330,롯데리아 개포점,서울특별시,강남구,개포동,Seoul,Gangnam,Gu
10373,(주)태리학동 맥도날드,서울특별시,강남구,논현동,Seoul,Gangnam,Gu
10310,버거킹 차병원사거리점,서울특별시,강남구,논현동,Seoul,Gangnam,Gu
10229,한국맥도날드(유) 강남구청점,서울특별시,강남구,논현동,Seoul,Gangnam,Gu
10399,버거킹 강남구청점,서울특별시,강남구,논현동,Seoul,Gangnam,Gu
10424,버거킹 학동역점,서울특별시,강남구,논현동,Seoul,Gangnam,Gu
10327,롯데리아 학동역점,서울특별시,강남구,논현동,Seoul,Gangnam,Gu
10234,한국맥도날드 대치점,서울특별시,강남구,대치동,Seoul,Gangnam,Gu
10457,버거킹대치역점,서울특별시,강남구,대치동,Seoul,Gangnam,Gu
10439,한국맥도날드 한티역점,서울특별시,강남구,대치동,Seoul,Gangnam,Gu
1693,한국맥도날드(유) 강남삼성DT점,서울특별시,강남구,삼성동,Seoul,Gangnam,Gu
10244,한국맥도날드(주)삼성역점,서울특별시,강남구,삼성동,Seoul,Gangnam,Gu
10374,롯데리아 코엑스몰점,서울특별시,강남구,삼성동,Seoul,Gangnam,Gu
10354,롯데리아 세곡점,서울특별시,강남구,세곡동,Seoul,Gangnam,Gu
7340,롯데리아 수서역사점,서울특별시,강남구,수서동,Seoul,Gangnam,Gu
10300,버거킹수서점,서울특별시,강남구,수서동,Seoul,Gangnam,Gu
10337,한국맥도날드(유)신사역점,서울특별시,강남구,신사동,Seoul,Gangnam,Gu
10401,한국맥도날드(유) 압구정CGV점,서울특별시,강남구,신사동,Seoul,Gangnam,Gu
10438,한국맥도날드(유) 선릉점,서울특별시,강남구,역삼동,Seoul,Gangnam,Gu
10225,롯데리아선릉점,서울특별시,강남구,역삼동,Seoul,Gangnam,Gu
10314,아이플 리테일 버거킹,서울특별시,강남구,역삼동,Seoul,Gangnam,Gu
10242,한국맥도날드(유) 역삼점,서울특별시,강남구,역삼동,Seoul,Gangnam,Gu
10235,한국맥도날드강남점,서울특별시,강남구,역삼동,Seoul,Gangnam,Gu
10413,버거킹강남대로점,서울특별시,강남구,역삼동,Seoul,Gangnam,Gu
10329,한국맥도날드(유) 강남2호점,서울특별시,강남구,역삼동,Seoul,Gangnam,Gu
10254,버거킹 강남진솔점,서울특별시,강남구,역삼동,Seoul,Gangnam,Gu
10226,롯데리아 강남우성사거리점,서울특별시,강남구,역삼동,Seoul,Gangnam,Gu
10335,주성에프엔디(버거킹주성청담점),서울특별시,강남구,청담동,Seoul,Gangnam,Gu
10255,한국맥도날드청담점,서울특별시,강남구,청담동,Seoul,Gangnam,Gu
1956,롯데리아(강일점),서울특별시,강동구,강일동,Seoul,Gangdong,Gu
2014,(주)신맥한국맥도날드SK길동점,서울특별시,강동구,길동,Seoul,Gangdong,Gu
2712,버거킹 길동사거리점,서울특별시,강동구,길동,Seoul,Gangdong,Gu
6320,한국맥도날드(유)서울둔촌DT점,서울특별시,강동구,둔촌동,Seoul,Gangdong,Gu
1970,버거킹 명일SK점,서울특별시,강동구,명일동,Seoul,Gangdong,Gu
2016,롯데리아 명일D/T점,서울특별시,강동구,명일동,Seoul,Gangdong,Gu
2019,롯데리아 고덕역점,서울특별시,강동구,명일동,Seoul,Gangdong,Gu
1974,롯데리아 상일동,서울특별시,강동구,상일동,Seoul,Gangdong,Gu
1964,맥도날드 상일점,서울특별시,강동구,상일동,Seoul,Gangdong,Gu
2012,롯데리아 길동점,서울특별시,강동구,성내동,Seoul,Gangdong,Gu
1972,롯데리아 강동구청 D/T,서울특별시,강동구,성내동,Seoul,Gangdong,Gu
1961,롯데리아 둔촌점,서울특별시,강동구,성내동,Seoul,Gangdong,Gu
2017,한국맥도날드강동구청점,서울특별시,강동구,성내동,Seoul,Gangdong,Gu
1962,버거킹 천호역점,서울특별시,강동구,성내동,Seoul,Gangdong,Gu
1958,롯데리아암사역점,서울특별시,강동구,암사동,Seoul,Gangdong,Gu
1971,한국맥도날드(유) 암사역점,서울특별시,강동구,암사동,Seoul,Gangdong,Gu
6321,맥도날드 굽은다리역 DT,서울특별시,강동구,천호동,Seoul,Gangdong,Gu
1942,홈플러스강동점롯데리아,서울특별시,강동구,천호동,Seoul,Gangdong,Gu
1955,롯데리아 천호역점,서울특별시,강동구,천호동,Seoul,Gangdong,Gu
1950,한국맥도날드천호이마트점,서울특별시,강동구,천호동,Seoul,Gangdong,Gu
3481,롯데마트 삼양점 롯데리아,서울특별시,강북구,미아동,Seoul,Gangbuk,Gu
3474,맥도날드 미아역점,서울특별시,강북구,미아동,Seoul,Gangbuk,Gu
169,한국맥도날드(유) 미아DT점,서울특별시,강북구,미아동,Seoul,Gangbuk,Gu
2646,롯데리아 삼양사거리점,서울특별시,강북구,미아동,Seoul,Gangbuk,Gu
3462,한국맥도날드미아점,서울특별시,강북구,미아동,Seoul,Gangbuk,Gu
3526,맥도날드 번동 DT,서울특별시,강북구,번동,Seoul,Gangbuk,Gu
3479,롯데리아 번동 D/T 점,서울특별시,강북구,번동,Seoul,Gangbuk,Gu
3461,한국맥도날드수유점,서울특별시,강북구,번동,Seoul,Gangbuk,Gu
3496,롯데리아 덕성여대,서울특별시,강북구,수유동,Seoul,Gangbuk,Gu
3467,롯데리아 수유시장점,서울특별시,강북구,수유동,Seoul,Gangbuk,Gu
1575,버거킹 가양이마트점,서울특별시,강서구,가양동,Seoul,Gangseo,Gu
1514,롯데리아 신김포공항점,서울특별시,강서구,공항동,Seoul,Gangseo,Gu
1487,한국맥도날드송정역점,서울특별시,강서구,공항동,Seoul,Gangseo,Gu
1574,버거킹 우장산점,서울특별시,강서구,내발산동,Seoul,Gangseo,Gu
1523,롯데리아(우장산역점),서울특별시,강서구,내발산동,Seoul,Gangseo,Gu
1572,한국맥도날드(유)등촌DT점,서울특별시,강서구,등촌동,Seoul,Gangseo,Gu
1505,롯데리아 홈플러스강서점,서울특별시,강서구,등촌동,Seoul,Gangseo,Gu
1534,롯데리아 발산역점,서울특별시,강서구,등촌동,Seoul,Gangseo,Gu
1542,롯데리아NC강서점,서울특별시,강서구,등촌동,Seoul,Gangseo,Gu
1549,롯데리아아름다운아울렛점,서울특별시,강서구,등촌동,Seoul,Gangseo,Gu
4183,롯데리아 신방화역점,서울특별시,강서구,마곡동,Seoul,Gangseo,Gu
9804,롯데리아 마곡나루역점,서울특별시,강서구,마곡동,Seoul,Gangseo,Gu
1545,롯데리아 방화점,서울특별시,강서구,방화동,Seoul,Gangseo,Gu
1585,롯데리아 롯데몰 김포공항점,서울특별시,강서구,방화동,Seoul,Gangseo,Gu
1509,롯데리아염창점,서울특별시,강서구,염창동,Seoul,Gangseo,Gu
1564,맥도날드 염창디티점,서울특별시,강서구,염창동,Seoul,Gangseo,Gu
7947,맥도날드 우장산DT,서울특별시,강서구,화곡동,Seoul,Gangseo,Gu
1557,롯데리아 화곡역점,서울특별시,강서구,화곡동,Seoul,Gangseo,Gu
1580,버거킹 까치산역점,서울특별시,강서구,화곡동,Seoul,Gangseo,Gu
1511,롯데리아까치산점,서울특별시,강서구,화곡동,Seoul,Gangseo,Gu
1521,롯데리아화곡시장점,서울특별시,강서구,화곡동,Seoul,Gangseo,Gu
7151,맥도날드(사당역점),서울특별시,관악구,남현동,Seoul,Gwanak,Gu
385,롯데리아남현점,서울특별시,관악구,남현동,Seoul,Gwanak,Gu
9785,버거킹 낙성대2점,서울특별시,관악구,봉천동,Seoul,Gwanak,Gu
370,버거킹 낙성대역점,서울특별시,관악구,봉천동,Seoul,Gwanak,Gu
387,롯데리아 낙성대역점,서울특별시,관악구,봉천동,Seoul,Gwanak,Gu
366,버거킹 관악롯데점,서울특별시,관악구,봉천동,Seoul,Gwanak,Gu
427,한국맥도날드 서울대역점,서울특별시,관악구,봉천동,Seoul,Gwanak,Gu
7834,롯데리아 서울대입구역점,서울특별시,관악구,봉천동,Seoul,Gwanak,Gu
388,롯데리아 봉천역점,서울특별시,관악구,봉천동,Seoul,Gwanak,Gu
430,롯데리아 신림역점,서울특별시,관악구,신림동,Seoul,Gwanak,Gu
432,한국맥도날드 신림점,서울특별시,관악구,신림동,Seoul,Gwanak,Gu
382,버거킹 신림점,서울특별시,관악구,신림동,Seoul,Gwanak,Gu
424,롯데리아(녹두점),서울특별시,관악구,신림동,Seoul,Gwanak,Gu
428,롯데리아,서울특별시,관악구,신림동,Seoul,Gwanak,Gu
402,버거킹 신림역점,서울특별시,관악구,신림동,Seoul,Gwanak,Gu
393,(주)롯데리아 서울대점,서울특별시,관악구,신림동,Seoul,Gwanak,Gu
6241,버거킹광장점,서울특별시,광진구,광장동,Seoul,Gwangjin,Gu
6198,롯데리아아차산역점,서울특별시,광진구,구의동,Seoul,Gwangjin,Gu
6193,롯데리아(강변씨네마점),서울특별시,광진구,구의동,Seoul,Gwangjin,Gu
6266,롯데리아강변테크노점,서울특별시,광진구,구의동,Seoul,Gwangjin,Gu
6247,롯데리아롯데마트강변점,서울특별시,광진구,구의동,Seoul,Gwangjin,Gu
6242,롯데리아군자점,서울특별시,광진구,군자동,Seoul,Gwangjin,Gu
6195,한국맥도날드 구의역점,서울특별시,광진구,자양동,Seoul,Gwangjin,Gu
6258,버거킹건대역점,서울특별시,광진구,자양동,Seoul,Gwangjin,Gu
6256,롯데리아 건대스타시티점,서울특별시,광진구,자양동,Seoul,Gwangjin,Gu
6251,맥도날드 어린이대공원점,서울특별시,광진구,화양동,Seoul,Gwangjin,Gu
6237,버거킹건대화양점,서울특별시,광진구,화양동,Seoul,Gwangjin,Gu
9523,롯데리아,서울특별시,구로구,개봉동,Seoul,Guro,Gu
9542,롯데리아 개봉점,서울특별시,구로구,고척동,Seoul,Guro,Gu
4353,맥도날드 고척DT점,서울특별시,구로구,고척동,Seoul,Guro,Gu
9529,버거킹 구로점,서울특별시,구로구,구로동,Seoul,Guro,Gu
9499,롯데리아 구로시장점,서울특별시,구로구,구로동,Seoul,Guro,Gu
9520,한국맥도날드 구로디지털점,서울특별시,구로구,구로동,Seoul,Guro,Gu
9540,롯데리아 구로IT점,서울특별시,구로구,구로동,Seoul,Guro,Gu
9545,버거킹 구로디지털점,서울특별시,구로구,구로동,Seoul,Guro,Gu
9490,한국맥도날드 구로애경점,서울특별시,구로구,구로동,Seoul,Guro,Gu
9492,롯데마트 구로점 롯데리아,서울특별시,구로구,구로동,Seoul,Guro,Gu
296,버거킹 구로구청점,서울특별시,구로구,구로동,Seoul,Guro,Gu
9518,롯데리아신도림역점,서울특별시,구로구,신도림동,Seoul,Guro,Gu
9547,맥도날드 신도림디큐브점,서울특별시,구로구,신도림동,Seoul,Guro,Gu
9157,롯데리아(천왕역점),서울특별시,구로구,오류동,Seoul,Guro,Gu
9519,롯데리아 오류동역점,서울특별시,구로구,오류동,Seoul,Guro,Gu
196,버거킹 가산디지털점,서울특별시,금천구,가산동,Seoul,Geumcheon,Gu
192,맥도날드 가산비지니스센터점,서울특별시,금천구,가산동,Seoul,Geumcheon,Gu
190,한국맥도날드 가산디지털점,서울특별시,금천구,가산동,Seoul,Geumcheon,Gu
200,한국맥도날드(유) 마리오아울렛점,서울특별시,금천구,가산동,Seoul,Geumcheon,Gu
216,롯데리아구로가산점,서울특별시,금천구,가산동,Seoul,Geumcheon,Gu
8366,버거킹 가산이앤씨7점,서울특별시,금천구,가산동,Seoul,Geumcheon,Gu
188,버거킹 가산현대아울렛점,서울특별시,금천구,가산동,Seoul,Geumcheon,Gu
214,롯데리아,서울특별시,금천구,독산동,Seoul,Geumcheon,Gu
6192,한국맥도날드(유) 서울시흥DT점,서울특별시,금천구,시흥동,Seoul,Geumcheon,Gu
