번호,brand,시_도,시_군,,si_do,si_gun_name,si_gun_district
221,(주)창욱 롯데리아 시흥중앙점,서울특별시,금천구,시흥동,Seoul,Geumcheon,Gu
219,홈플러스시흥점 롯데리아,서울특별시,금천구,시흥동,Seoul,Geumcheon,Gu
9769,버거킹공릉역점,서울특별시,노원구,공릉동,Seoul,Nowon,Gu
9027,롯데리아,서울특별시,노원구,공릉동,Seoul,Nowon,Gu
9065,맥도날드,서울특별시,노원구,공릉동,Seoul,Nowon,Gu
9045,한국맥도날드(유)상계DT점,서울특별시,노원구,상계동,Seoul,Nowon,Gu
9038,롯데리아 수락산역점,서울특별시,노원구,상계동,Seoul,Nowon,Gu
9048,롯데리아 노원역점,서울특별시,노원구,상계동,Seoul,Nowon,Gu
9046,롯데리아마들역점,서울특별시,노원구,상계동,Seoul,Nowon,Gu
9008,롯데리아G/S마트상계점,서울특별시,노원구,상계동,Seoul,Nowon,Gu
9023,롯데리아롯데노원점,서울특별시,노원구,상계동,Seoul,Nowon,Gu
9006,맥도날드중계역점,서울특별시,노원구,상계동,Seoul,Nowon,Gu
9003,롯데리아석계점,서울특별시,노원구,월계동,Seoul,Nowon,Gu
9013,한국맥도날드중계점,서울특별시,노원구,중계동,Seoul,Nowon,Gu
8995,롯데리아홈플러스중계점,서울특별시,노원구,중계동,Seoul,Nowon,Gu
9000,롯데리아롯데마트중계점,서울특별시,노원구,중계동,Seoul,Nowon,Gu
9012,한국맥도날드노원한신점,서울특별시,노원구,하계동,Seoul,Nowon,Gu
3432,맥도날드방학역DT점,서울특별시,도봉구,도봉동,Seoul,Dobong,Gu
3445,롯데리아방학점,서울특별시,도봉구,방학동,Seoul,Dobong,Gu
3437,롯데리아 홈플러스 방학점,서울특별시,도봉구,방학동,Seoul,Dobong,Gu
3449,롯데리아 빅마켓도봉점,서울특별시,도봉구,방학동,Seoul,Dobong,Gu
3455,버거킹쌍문SK점,서울특별시,도봉구,쌍문동,Seoul,Dobong,Gu
3440,버거킹쌍문점,서울특별시,도봉구,쌍문동,Seoul,Dobong,Gu
3460,맥도날드쌍문DT,서울특별시,도봉구,쌍문동,Seoul,Dobong,Gu
3439,롯데리아(쌍문역점),서울특별시,도봉구,창동,Seoul,Dobong,Gu
3452,롯데리아창동역점,서울특별시,도봉구,창동,Seoul,Dobong,Gu
5407,롯데리아제기역점,서울특별시,동대문구,용두동,Seoul,Dongdaemun,Gu
4220,롯데리아홈플러스동대문점,서울특별시,동대문구,용두동,Seoul,Dongdaemun,Gu
5105,롯데리아 외대역점,서울특별시,동대문구,이문동,Seoul,Dongdaemun,Gu
9880,버거킹장안SK점,서울특별시,동대문구,장안동,Seoul,Dongdaemun,Gu
4218,롯데리아장안사거리점,서울특별시,동대문구,장안동,Seoul,Dongdaemun,Gu
4257,맥도날드 장안사거리점,서울특별시,동대문구,장안동,Seoul,Dongdaemun,Gu
7344,(주)롯데리아,서울특별시,동대문구,장안동,Seoul,Dongdaemun,Gu
4227,(유)한국맥도날드 전농점,서울특별시,동대문구,전농동,Seoul,Dongdaemun,Gu
4249,롯데리아 청량리역사점,서울특별시,동대문구,전농동,Seoul,Dongdaemun,Gu
4239,롯데리아청량리점,서울특별시,동대문구,청량리동,Seoul,Dongdaemun,Gu
4252,한국맥도날드(유) 청량리점,서울특별시,동대문구,청량리동,Seoul,Dongdaemun,Gu
4260,한국맥도날드(유) 경희대점,서울특별시,동대문구,회기동,Seoul,Dongdaemun,Gu
4224,버거킹 회기점,서울특별시,동대문구,회기동,Seoul,Dongdaemun,Gu
7309,한국맥도날드 노량진점,서울특별시,동작구,노량진동,Seoul,Dongjak,Gu
7308,롯데리아 노량진점,서울특별시,동작구,노량진동,Seoul,Dongjak,Gu
7279,버거킹 사당역점,서울특별시,동작구,사당동,Seoul,Dongjak,Gu
7289,맥도날드 이수점,서울특별시,동작구,사당동,Seoul,Dongjak,Gu
9567,롯데리아남성역점,서울특별시,동작구,사당동,Seoul,Dongjak,Gu
7297,롯데리아 이수역점,서울특별시,동작구,사당동,Seoul,Dongjak,Gu
7281,롯데리아 성대시장점,서울특별시,동작구,상도동,Seoul,Dongjak,Gu
7280,롯데리아 숭실대역점,서울특별시,동작구,상도동,Seoul,Dongjak,Gu
7285,한국맥도날드(유) 숭실대점,서울특별시,동작구,상도동,Seoul,Dongjak,Gu
7293,맥도날드 중앙대점,서울특별시,동작구,흑석동,Seoul,Dongjak,Gu
375,버거킹공덕역점,서울특별시,마포구,공덕동,Seoul,Mapo,Gu
5180,한국맥도날드(유) 애오개점,서울특별시,마포구,공덕동,Seoul,Mapo,Gu
5210,롯데리아 신촌로터리점,서울특별시,마포구,노고산동,Seoul,Mapo,Gu
5162,롯데리아 대흥역점,서울특별시,마포구,대흥동,Seoul,Mapo,Gu
5197,한국맥도날드(유)홍익대점,서울특별시,마포구,동교동,Seoul,Mapo,Gu
9782,한국맥도날드(유)망원점,서울특별시,마포구,망원동,Seoul,Mapo,Gu
5166,롯데리아 망원,서울특별시,마포구,망원동,Seoul,Mapo,Gu
5153,롯데리아상암점,서울특별시,마포구,상암동,Seoul,Mapo,Gu
4460,한국맥도날드(유)서울상암DMC점,서울특별시,마포구,상암동,Seoul,Mapo,Gu
5167,버거킹 상암MBC점,서울특별시,마포구,상암동,Seoul,Mapo,Gu
5229,롯데리아홍대점,서울특별시,마포구,서교동,Seoul,Mapo,Gu
5163,한국맥도날드(유) 합정메세나폴리스점,서울특별시,마포구,서교동,Seoul,Mapo,Gu
5155,롯데리아 합정점,서울특별시,마포구,서교동,Seoul,Mapo,Gu
9361,롯데리아,서울특별시,서대문구,남가좌동,Seoul,Seodaemun,Gu
9394,맥도날드 명지대,서울특별시,서대문구,남가좌동,Seoul,Seodaemun,Gu
2879,롯데리아 신촌기차역점,서울특별시,서대문구,대현동,Seoul,Seodaemun,Gu
4444,버거킹 가재울뉴타운점,서울특별시,서대문구,북가좌동,Seoul,Seodaemun,Gu
9352,롯데리아 아현점,서울특별시,서대문구,북아현동,Seoul,Seodaemun,Gu
7907,한국맥도날드유한회사 신촌점,서울특별시,서대문구,창천동,Seoul,Seodaemun,Gu
9363,버거킹신촌점,서울특별시,서대문구,창천동,Seoul,Seodaemun,Gu
9393,한국맥도날드(유)연세대점,서울특별시,서대문구,창천동,Seoul,Seodaemun,Gu
9381,버거킹연세로점,서울특별시,서대문구,창천동,Seoul,Seodaemun,Gu
3657,한국맥도날드(유) 홍제역점,서울특별시,서대문구,홍제동,Seoul,Seodaemun,Gu
9386,롯데리아 홍제역점,서울특별시,서대문구,홍제동,Seoul,Seodaemun,Gu
8190,버거킹 홍제역점,서울특별시,서대문구,홍제동,Seoul,Seodaemun,Gu
4142,롯데리아터미널분점,서울특별시,서초구,반포동,Seoul,Seocho,Gu
3388,버거킹 반포고속터미널점,서울특별시,서초구,반포동,Seoul,Seocho,Gu
4066,버거킹 강남교보점,서울특별시,서초구,반포동,Seoul,Seocho,Gu
4117,롯데리아 사당점,서울특별시,서초구,방배동,Seoul,Seocho,Gu
4157,버거킹 방배카페거리점,서울특별시,서초구,방배동,Seoul,Seocho,Gu
4054,버거킹 방배점,서울특별시,서초구,방배동,Seoul,Seocho,Gu
4051,한국맥도날드 방배점,서울특별시,서초구,방배동,Seoul,Seocho,Gu
4129,롯데리아 강남역점,서울특별시,서초구,서초동,Seoul,Seocho,Gu
4106,한국맥도날드 서초뱅뱅점,서울특별시,서초구,서초동,Seoul,Seocho,Gu
4087,버거킹남부터미널점,서울특별시,서초구,서초동,Seoul,Seocho,Gu
4128,맥도날드 서초GS점,서울특별시,서초구,서초동,Seoul,Seocho,Gu
4057,롯데리아 남부터미널점,서울특별시,서초구,서초동,Seoul,Seocho,Gu
4150,맥도날드 서울교대점,서울특별시,서초구,서초동,Seoul,Seocho,Gu
281,버거킹 교대점,서울특별시,서초구,서초동,Seoul,Seocho,Gu
4048,버거킹 양재점,서울특별시,서초구,양재동,Seoul,Seocho,Gu
4052,한국맥도날드 양재점,서울특별시,서초구,양재동,Seoul,Seocho,Gu
8050,롯데리아 양재동점,서울특별시,서초구,양재동,Seoul,Seocho,Gu
4137,한국맥도날드(유) 양재SKDT점,서울특별시,서초구,양재동,Seoul,Seocho,Gu
9760,버거킹 강남NC점,서울특별시,서초구,잠원동,Seoul,Seocho,Gu
4084,버거킹 강남NC점,서울특별시,서초구,잠원동,Seoul,Seocho,Gu
2705,롯데리아(금호점),서울특별시,성동구,금호동3가,Seoul,Seongdong,Gu
86,롯데리아성수역점,서울특별시,성동구,성수동2가,Seoul,Seongdong,Gu
53,한국맥도날드(성수이마트점),서울특별시,성동구,성수동2가,Seoul,Seongdong,Gu
70,롯데리아 답십리점,서울특별시,성동구,용답동,Seoul,Seongdong,Gu
63,롯데리아왕십리역사,서울특별시,성동구,행당동,Seoul,Seongdong,Gu
43,한국맥도날드왕십리점,서울특별시,성동구,행당동,Seoul,Seongdong,Gu
44,한국맥도날드한양대점,서울특별시,성동구,행당동,Seoul,Seongdong,Gu
82,롯데리아(롯데마트 행당역점),서울특별시,성동구,행당동,Seoul,Seongdong,Gu
10098,롯데리아 길음뉴타운점,서울특별시,성북구,길음동,Seoul,Seongbuk,Gu
10138,버거킹 미아현대점,서울특별시,성북구,길음동,Seoul,Seongbuk,Gu
10101,롯데리아 미아삼거리점,서울특별시,성북구,길음동,Seoul,Seongbuk,Gu
6313,한국맥도날드(유) 성신여대점,서울특별시,성북구,동선동1가,Seoul,Seongbuk,Gu
10111,롯데리아 성신여대점,서울특별시,성북구,동선동4가,Seoul,Seongbuk,Gu
10133,한국맥도날드삼선점,서울특별시,성북구,동소문동1가,Seoul,Seongbuk,Gu
10112,롯데리아 보문역점,서울특별시,성북구,보문동5가,Seoul,Seongbuk,Gu
10129,롯데리아 석관점,서울특별시,성북구,석관동,Seoul,Seongbuk,Gu
2793,버거킹 석관점,서울특별시,성북구,석관동,Seoul,Seongbuk,Gu
10132,한국맥도날드안암점,서울특별시,성북구,안암동5가,Seoul,Seongbuk,Gu
405,버거킹 안암오거리점,서울특별시,성북구,안암동5가,Seoul,Seongbuk,Gu
7123,버거킹고대중앙광장점,서울특별시,성북구,안암동5가,Seoul,Seongbuk,Gu
10150,롯데리아 정릉점,서울특별시,성북구,정릉동,Seoul,Seongbuk,Gu
10128,한국맥도날드종암SK점,서울특별시,성북구,종암동,Seoul,Seongbuk,Gu
10151,롯데리아 종암점,서울특별시,성북구,종암동,Seoul,Seongbuk,Gu
10096,롯데리아 월곡점,서울특별시,성북구,하월곡동,Seoul,Seongbuk,Gu
1772,맥도날드 가락DT,서울특별시,송파구,가락동,Seoul,Songpa,Gu
1765,롯데리아 마천점,서울특별시,송파구,마천동,Seoul,Songpa,Gu
1838,버거킹 문정점,서울특별시,송파구,문정동,Seoul,Songpa,Gu
1818,롯데리아 롯데마트 송파점,서울특별시,송파구,문정동,Seoul,Songpa,Gu
1836,롯데리아 문정로데오점,서울특별시,송파구,문정동,Seoul,Songpa,Gu
9726,롯데리아 송파하비오점,서울특별시,송파구,문정동,Seoul,Songpa,Gu
1833,롯데리아 방이역점,서울특별시,송파구,방이동,Seoul,Songpa,Gu
1827,버거킹 몽촌토성점,서울특별시,송파구,방이동,Seoul,Songpa,Gu
1744,롯데리아올림픽공원점,서울특별시,송파구,방이동,Seoul,Songpa,Gu
1760,버거킹 올림픽상가점,서울특별시,송파구,방이동,Seoul,Songpa,Gu
1811,롯데리아송파삼전점,서울특별시,송파구,삼전동,Seoul,Songpa,Gu
1812,롯데리아 송파점,서울특별시,송파구,송파동,Seoul,Songpa,Gu
1796,버거킹 석촌점,서울특별시,송파구,송파동,Seoul,Songpa,Gu
1835,한국맥도날드(유) 석촌역점,서울특별시,송파구,송파동,Seoul,Songpa,Gu
1839,롯데리아 HP 잠실점,서울특별시,송파구,신천동,Seoul,Songpa,Gu
1828,롯데리아 오금동사거리점,서울특별시,송파구,오금동,Seoul,Songpa,Gu
1825,한국맥도날드신천점,서울특별시,송파구,잠실동,Seoul,Songpa,Gu
1834,롯데리아 신천점,서울특별시,송파구,잠실동,Seoul,Songpa,Gu
1845,한국맥도날드(유) 송파 잠실DT점,서울특별시,송파구,잠실동,Seoul,Songpa,Gu
1792,롯데리아키자니아점,서울특별시,송파구,잠실동,Seoul,Songpa,Gu
1764,(유)유기개발 월드프라자점(롯데리아),서울특별시,송파구,잠실동,Seoul,Songpa,Gu
1776,롯데리아 월드점,서울특별시,송파구,잠실동,Seoul,Songpa,Gu
1830,롯데리아 롯데백잠실광장점,서울특별시,송파구,잠실동,Seoul,Songpa,Gu
4307,롯데리아 목동사거리점,서울특별시,양천구,목동,Seoul,Yangcheon,Gu
4300,맥도날드파리공원점,서울특별시,양천구,목동,Seoul,Yangcheon,Gu
4298,버거킹 목동현대점,서울특별시,양천구,목동,Seoul,Yangcheon,Gu
4301,롯데리아홈플러스목동점,서울특별시,양천구,목동,Seoul,Yangcheon,Gu
4312,버거킹 목동이마트점,서울특별시,양천구,목동,Seoul,Yangcheon,Gu
4330,한국맥도날드(유)신월디티점,서울특별시,양천구,신월동,Seoul,Yangcheon,Gu
4328,맥도날드신월SK DT점,서울특별시,양천구,신월동,Seoul,Yangcheon,Gu
4314,롯데리아신곡시장점,서울특별시,양천구,신월동,Seoul,Yangcheon,Gu
4296,롯데리아 신정네거리점,서울특별시,양천구,신정동,Seoul,Yangcheon,Gu
4335,롯데리아목동점,서울특별시,양천구,신정동,Seoul,Yangcheon,Gu
4306,한국맥도날드양천구청점,서울특별시,양천구,신정동,Seoul,Yangcheon,Gu
4331,버거킹 목동역점,서울특별시,양천구,신정동,Seoul,Yangcheon,Gu
6308,한국맥도날드(유)당산역점,서울특별시,영등포구,당산동6가,Seoul,Yeongdeungpo,Gu
6518,버거킹당산역점,서울특별시,영등포구,당산동6가,Seoul,Yeongdeungpo,Gu
6445,롯데리아대림역점,서울특별시,영등포구,대림동,Seoul,Yeongdeungpo,Gu
6500,롯데리아대방역점,서울특별시,영등포구,신길동,Seoul,Yeongdeungpo,Gu
6454,롯데리아신길점,서울특별시,영등포구,신길동,Seoul,Yeongdeungpo,Gu
9427,한국맥도날드(유)보라매점,서울특별시,영등포구,신길동,Seoul,Yeongdeungpo,Gu
1910,롯데리아롯데마트서울양평점,서울특별시,영등포구,양평동3가,Seoul,Yeongdeungpo,Gu
6524,양평sk맥도날드,서울특별시,영등포구,양평동3가,Seoul,Yeongdeungpo,Gu
6523,버거킹서여의도점,서울특별시,영등포구,여의도동,Seoul,Yeongdeungpo,Gu
6491,한국맥도날드(유)여의도점,서울특별시,영등포구,여의도동,Seoul,Yeongdeungpo,Gu
6452,버거킹여의도점,서울특별시,영등포구,여의도동,Seoul,Yeongdeungpo,Gu
4506,롯데리아동여의도점,서울특별시,영등포구,여의도동,Seoul,Yeongdeungpo,Gu
6503,버거킹 동여의도점,서울특별시,영등포구,여의도동,Seoul,Yeongdeungpo,Gu
9549,롯데리아여의도선착장점,서울특별시,영등포구,여의도동,Seoul,Yeongdeungpo,Gu
6495,롯데리아 여의도선착장점,서울특별시,영등포구,여의도동,Seoul,Yeongdeungpo,Gu
9596,롯데리아영등포롯데점,서울특별시,영등포구,영등포동,Seoul,Yeongdeungpo,Gu
9597,롯데리아영등포역사점,서울특별시,영등포구,영등포동,Seoul,Yeongdeungpo,Gu
6462,맥도날드영등포점,서울특별시,영등포구,영등포동3가,Seoul,Yeongdeungpo,Gu
6479,롯데리아영등포타임스퀘어B2점,서울특별시,영등포구,영등포동4가,Seoul,Yeongdeungpo,Gu
4459,버거킹영등포KT점,서울특별시,영등포구,영등포동8가,Seoul,Yeongdeungpo,Gu
6453,롯데리아VIC마켓영등포점,서울특별시,영등포구,영등포동8가,Seoul,Yeongdeungpo,Gu
6159,롯데리아 숙대입구역점,서울특별시,용산구,갈월동,Seoul,Yongsan,Gu
6150,롯데리아 서울역광장점,서울특별시,용산구,동자동,Seoul,Yongsan,Gu
6149,롯데리아 서울역사점,서울특별시,용산구,동자동,Seoul,Yongsan,Gu
6142,한국맥도날드서울역점,서울특별시,용산구,동자동,Seoul,Yongsan,Gu
6175,버거킹서울역점,서울특별시,용산구,동자동,Seoul,Yongsan,Gu
6172,롯데리아 보광점,서울특별시,용산구,보광동,Seoul,Yongsan,Gu
1478,롯데리아만리점,서울특별시,용산구,서계동,Seoul,Yongsan,Gu
6148,롯데리아 용산역사점,서울특별시,용산구,한강로3가,Seoul,Yongsan,Gu
6156,롯데리아 용산역SC점,서울특별시,용산구,한강로3가,Seoul,Yongsan,Gu
6174,버거킹용산이마트점,서울특별시,용산구,한강로3가,Seoul,Yongsan,Gu
6169,롯데리아 후암점,서울특별시,용산구,후암동,Seoul,Yongsan,Gu
102,롯데리아(연신내역점),서울특별시,은평구,갈현동,Seoul,Eunpyeong,Gu
130,한국맥도날드구산점,서울특별시,은평구,구산동,Seoul,Eunpyeong,Gu
98,롯데리아불광점,서울특별시,은평구,대조동,Seoul,Eunpyeong,Gu
4379,버거킹 연신내역점,서울특별시,은평구,불광동,Seoul,Eunpyeong,Gu
111,롯데리아(구산역점),서울특별시,은평구,역촌동,Seoul,Eunpyeong,Gu
104,롯데리아응암사거리점,서울특별시,은평구,응암동,Seoul,Eunpyeong,Gu
99,(주)롯데리아 응암오거리점,서울특별시,은평구,응암동,Seoul,Eunpyeong,Gu
153,한국맥도날드 은평이마트점,서울특별시,은평구,응암동,Seoul,Eunpyeong,Gu
107,롯데리아 응암점,서울특별시,은평구,응암동,Seoul,Eunpyeong,Gu
2820,롯데리아 롯데몰 은평점,서울특별시,은평구,진관동,Seoul,Eunpyeong,Gu
2580,한국맥도날드 관훈점,서울특별시,종로구,관훈동,Seoul,Jongno,Gu
2581,한국맥도날드대학로점,서울특별시,종로구,동숭동,Seoul,Jongno,Gu
2593,한국맥도날드(유) 성균관대점,서울특별시,종로구,명륜2가,Seoul,Jongno,Gu
2584,롯데리아 광화문점,서울특별시,종로구,신문로1가,Seoul,Jongno,Gu
2605,한국맥도날드(유) 정동점,서울특별시,종로구,신문로2가,Seoul,Jongno,Gu
2601,맥도날드 안국역점,서울특별시,종로구,안국동,Seoul,Jongno,Gu
2595,버거킹 종로점,서울특별시,종로구,종로2가,Seoul,Jongno,Gu
2585,롯데리아 종각역점,서울특별시,종로구,종로2가,Seoul,Jongno,Gu
2597,맥도날드종로3가점,서울특별시,종로구,종로3가,Seoul,Jongno,Gu
6554,한국맥도날드(유)서울동묘역점,서울특별시,종로구,창신동,Seoul,Jongno,Gu
2571,롯데리아 동묘역점,서울특별시,종로구,창신동,Seoul,Jongno,Gu
2553,롯데리아,서울특별시,종로구,창신동,Seoul,Jongno,Gu
2583,롯데리아혜화점,서울특별시,종로구,혜화동,Seoul,Jongno,Gu
2034,버거킹 숭례문점,서울특별시,중구,남대문로5가,Seoul,Jung,Gu
1308,맥도날드(Mcdonald),서울특별시,중구,명동1가,Seoul,Jung,Gu
1344,버거킹 무교점,서울특별시,중구,무교동,Seoul,Jung,Gu
1285,롯데리아 롯데마트서울역사점,서울특별시,중구,봉래동2가,Seoul,Jung,Gu
1295,롯데리아 신당점,서울특별시,중구,신당동,Seoul,Jung,Gu
1332,롯데리아 청구점,서울특별시,중구,신당동,Seoul,Jung,Gu
1311,한국맥도날드서울시청점,서울특별시,중구,을지로1가,Seoul,Jung,Gu
1296,롯데리아 동대문역사문화공원역점,서울특별시,중구,을지로6가,Seoul,Jung,Gu
1337,롯데리아 디디피(DDP)점,서울특별시,중구,을지로7가,Seoul,Jung,Gu
1303,롯데리아,서울특별시,중구,초동,Seoul,Jung,Gu
1331,버거킹 시청역점,서울특별시,중구,태평로2가,Seoul,Jung,Gu
1294,버거킹 황학이마트점,서울특별시,중구,황학동,Seoul,Jung,Gu
1347,맥도날드 명동2호점,서울특별시,중구,회현동3가,Seoul,Jung,Gu
3574,버거킹 신당역점,서울특별시,중구,흥인동,Seoul,Jung,Gu
3422,롯데리아망우점,서울특별시,중랑구,망우동,Seoul,Jungnang,Gu
3390,한국맥도날드상봉이마트점,서울특별시,중랑구,망우동,Seoul,Jungnang,Gu
3405,롯데리아면목중앙점,서울특별시,중랑구,면목동,Seoul,Jungnang,Gu
3409,롯데리아사가정역점,서울특별시,중랑구,면목동,Seoul,Jungnang,Gu
3403,롯데리아먹골역점,서울특별시,중랑구,묵동,Seoul,Jungnang,Gu
3427,롯데리아(상봉역점),서울특별시,중랑구,상봉동,Seoul,Jungnang,Gu
3392,한국맥도날드중랑점,서울특별시,중랑구,상봉동,Seoul,Jungnang,Gu
3417,롯데리아중랑역점,서울특별시,중랑구,상봉동,Seoul,Jungnang,Gu
3394,롯데리아홈플러스신내점,서울특별시,중랑구,신내동,Seoul,Jungnang,Gu
3391,한국맥도날드신내점,서울특별시,중랑구,신내동,Seoul,Jungnang,Gu
3418,버거킹중랑역점,서울특별시,중랑구,중화동,Seoul,Jungnang,Gu
6531,롯데리아 중화역점,서울특별시,중랑구,중화동,Seoul,Jungnang,Gu
9866,한국맥도날드(유)중화점,서울특별시,중랑구,중화동,Seoul,Jungnang,Gu
6644,한국맥도날드(유)삼산로DT점,울산광역시,남구,달동,Ulsan,Nam,Gu
6654,한국맥도날드유한회사달동점,울산광역시,남구,달동,Ulsan,Nam,Gu
6622,맥도날드 울산SK점,울산광역시,남구,달동,Ulsan,Nam,Gu
6651,한국맥도날드 유한회사 울산옥현점,울산광역시,남구,무거동,Ulsan,Nam,Gu
4485,롯데리아울산대학점,울산광역시,남구,무거동,Ulsan,Nam,Gu
1645,버거킹울산무거점,울산광역시,남구,무거동,Ulsan,Nam,Gu
6661,롯데리아,울산광역시,남구,삼산동,Ulsan,Nam,Gu
6634,버거킹 삼산현대점,울산광역시,남구,삼산동,Ulsan,Nam,Gu
6631,한국맥도날드(유) 울산삼산DT점,울산광역시,남구,삼산동,Ulsan,Nam,Gu
6642,한국맥도날드(유) 울산옥동점,울산광역시,남구,신정동,Ulsan,Nam,Gu
6652,롯데리아홈플러스남구점,울산광역시,남구,야음동,Ulsan,Nam,Gu
2755,롯데리아울산옥동타워,울산광역시,남구,옥동,Ulsan,Nam,Gu
4610,롯데리아울산방어점,울산광역시,동구,방어동,Ulsan,Dong,Gu
4591,한국맥도날드 유한회사 동울산점,울산광역시,동구,서부동,Ulsan,Dong,Gu
4628,롯데리아 울산 남목,울산광역시,동구,서부동,Ulsan,Dong,Gu
4631,롯데리아 홈플러스 울산동구점,울산광역시,동구,일산동,Ulsan,Dong,Gu
1437,한국맥도날드(유) 울산일산DT점,울산광역시,동구,일산동,Ulsan,Dong,Gu
4609,롯데리아 전하점,울산광역시,동구,전하동,Ulsan,Dong,Gu
4603,(주)수민롯데리아화정점,울산광역시,동구,화정동,Ulsan,Dong,Gu
499,롯데리아정자해변점,울산광역시,북구,산하동,Ulsan,Buk,Gu
5585,한국맥도날드울산호계SK점,울산광역시,북구,신천동,Ulsan,Buk,Gu
5579,롯데리아울산화봉점,울산광역시,북구,연암동,Ulsan,Buk,Gu
5572,롯데리아(롯데마트울산진장점),울산광역시,북구,진장동,Ulsan,Buk,Gu
6335,롯데리아울산명촌점,울산광역시,북구,진장동,Ulsan,Buk,Gu
5573,롯데리아호계점,울산광역시,북구,호계동,Ulsan,Buk,Gu
650,롯데리아울산구영점,울산광역시,울주군,범서읍,Ulsan,Ulju,Gun
639,맥도날드울산굴화DT점,울산광역시,울주군,범서읍,Ulsan,Ulju,Gun
636,롯데리아,울산광역시,울주군,범서읍,Ulsan,Ulju,Gun
630,롯데리아 울산범서점,울산광역시,울주군,범서읍,Ulsan,Ulju,Gun
632,롯데리아 메가마트언양점,울산광역시,울주군,삼남면,Ulsan,Ulju,Gun
595,롯데리아,울산광역시,울주군,삼남면,Ulsan,Ulju,Gun
633,롯데리아 울산 온양점,울산광역시,울주군,온양읍,Ulsan,Ulju,Gun
6328,롯데리아울산반구점,울산광역시,중구,남외동,Ulsan,Jung,Gu
6730,맥도날드울산병영점,울산광역시,중구,남외동,Ulsan,Jung,Gu
6726,리빙시엔시(주)롯데리아울산홈플러스점,울산광역시,중구,복산동,Ulsan,Jung,Gu
6718,롯데리아울산성남점,울산광역시,중구,성남동,Ulsan,Jung,Gu
6739,한국맥도날드유한회사울산성남점,울산광역시,중구,성남동,Ulsan,Jung,Gu
6728,롯데리아 울산성안점,울산광역시,중구,성안동,Ulsan,Jung,Gu
9647,롯데리아우정점,울산광역시,중구,우정동,Ulsan,Jung,Gu
7941,버거킹울산우정에스케이,울산광역시,중구,유곡동,Ulsan,Jung,Gu
6712,롯데리아(태화점),울산광역시,중구,태화동,Ulsan,Jung,Gu
989,롯데리아강화점,인천광역시,강화군,강화읍,Incheon,Ganghwa,Gun
3794,롯데리아롯데마트계양점,인천광역시,계양구,계산동,Incheon,Gyeyang,Gu
3769,롯데리아 홈플러스 계산점,인천광역시,계양구,계산동,Incheon,Gyeyang,Gu
3662,버거킹 인천계양구청점,인천광역시,계양구,계산동,Incheon,Gyeyang,Gu
3766,롯데리아,인천광역시,계양구,계산동,Incheon,Gyeyang,Gu
3767,롯데리아(계산점),인천광역시,계양구,계산동,Incheon,Gyeyang,Gu
3791,롯데리아 인천동양점,인천광역시,계양구,동양동,Incheon,Gyeyang,Gu
3764,롯데리아병방점,인천광역시,계양구,병방동,Incheon,Gyeyang,Gu
3798,(주)정하 롯데리아(홈플러스 작전점),인천광역시,계양구,작전동,Incheon,Gyeyang,Gu
3765,롯데리아인천작전점,인천광역시,계양구,효성동,Incheon,Gyeyang,Gu
8290,롯데리아인천터미널점,인천광역시,남구,관교동,Incheon,Nam,Gu
8271,롯데리아 주안 D/T,인천광역시,남구,도화동,Incheon,Nam,Gu
8267,맥도날드DT점,인천광역시,남구,문학동,Incheon,Nam,Gu
8309,버거킹 문학야구장점,인천광역시,남구,문학동,Incheon,Nam,Gu
8316,롯데리아 인천숭의점,인천광역시,남구,숭의동,Incheon,Nam,Gu
8292,롯데리아제물포점,인천광역시,남구,숭의동,Incheon,Nam,Gu
8288,롯데리아용현점,인천광역시,남구,용현동,Incheon,Nam,Gu
8282,롯데리아홈플러스인하점,인천광역시,남구,용현동,Incheon,Nam,Gu
8291,롯데리아신기점,인천광역시,남구,주안동,Incheon,Nam,Gu
9475,롯데리아 주안점,인천광역시,남구,주안동,Incheon,Nam,Gu
8294,롯데리아고려점,인천광역시,남구,주안동,Incheon,Nam,Gu
8314,롯데리아간석점,인천광역시,남구,주안동,Incheon,Nam,Gu
8253,롯데리아 석바위점,인천광역시,남구,주안동,Incheon,Nam,Gu
2672,롯데리아 학산점,인천광역시,남구,학익동,Incheon,Nam,Gu
8299,롯데리아학익점,인천광역시,남구,학익동,Incheon,Nam,Gu
5566,롯데리아 인천올리브점,인천광역시,남동구,간석동,Incheon,Namdong,Gu
5518,(주)화정 롯데리아 홈플러스 간석점,인천광역시,남동구,간석동,Incheon,Namdong,Gu
5517,맥도날드 인천구월디티점,인천광역시,남동구,구월동,Incheon,Namdong,Gu
5547,한국맥도날드(유)씨앤씨점,인천광역시,남동구,구월동,Incheon,Namdong,Gu
1416,맥도날드인천구월아시아드점,인천광역시,남동구,구월동,Incheon,Namdong,Gu
5562,롯데리아인천구월점,인천광역시,남동구,구월동,Incheon,Namdong,Gu
6309,버거킹인천구월점,인천광역시,남동구,구월동,Incheon,Namdong,Gu
5554,한국맥도날드(유)구월킴스클럽점,인천광역시,남동구,구월동,Incheon,Namdong,Gu
9420,롯데리아인천아시아드점,인천광역시,남동구,구월동,Incheon,Namdong,Gu
300,버거킹 인천구월아시아드SK점,인천광역시,남동구,구월동,Incheon,Namdong,Gu
5565,롯데리아 인천남동공단점,인천광역시,남동구,논현동,Incheon,Namdong,Gu
